OBJECTID,CommunityName,DataYear,ResidentsAge16AndOver,ResidentsEmployed,WagesLessThan5k,Wages5k_10k,Wages10k_20k,Wages20k_50k,WagesGreaterThan50k,EmployedInPrivateSector,PercentInPrivateSector,EmployedInStateGovt,PercentInStateGovt,EmployedFemales,EmployedMales,EmployedAge45Plus,EmployedAge50Plus,EmployedIn1stQtr,EmployedIn2ndQtr,EmployedIn3rdQtr,EmployedIn4thQtr,EmployedInAllQtrs,NewHires,LocalLaborMarketInfoURL,TotalWages,UnemploymentInsuranceClaimants,x,y
4184,Perryville,2001,79,54,27,13,6,7,1,33,0.6100000143,1,0.01999999955,27,27,16,9,40,40,37,39,25,31,,564164,6,-159.1433925,55.91158561
4185,Perryville,2002,79,54,23,13,8,8,2,11,0.200000003,1,0.01999999955,26,28,16,11,42,39,47,48,33,32,,568347,10,-159.1433925,55.91158561
4186,Perryville,2003,76,48,26,8,10,3,1,12,0.25,1,0.01999999955,26,22,14,12,38,35,32,41,23,18,,418824,9,-159.1433925,55.91158561
4187,Perryville,2004,76,51,24,10,10,6,1,17,0.3300000131,0,0,26,25,14,11,37,38,38,44,29,33,,503716,12,-159.1433925,55.91158561
4188,Perryville,2005,84,61,31,10,12,6,2,17,0.2800000012,1,0.01999999955,30,31,21,14,41,40,45,37,23,23,,604703,7,-159.1433925,55.91158561
4189,Perryville,2006,87,60,21,6,13,11,9,27,0.4499999881,0,0,30,30,16,13,43,49,50,50,34,30,,1185465,13,-159.1433925,55.91158561
4190,Perryville,2007,87,63,25,10,14,12,2,15,0.2399999946,0,0,28,35,18,13,41,56,50,53,30,39,,790373,8,-159.1433925,55.91158561
4191,Perryville,2008,96,69,22,9,19,16,3,16,0.2300000042,1,0.009999999776,34,35,16,12,53,55,54,55,35,35,,1058425,19,-159.1433925,55.91158561
4192,Perryville,2009,90,56,24,7,13,12,0,15,0.2700000107,1,0.01999999955,28,28,16,12,44,48,43,34,28,20,,668145,22,-159.1433925,55.91158561
4193,Perryville,2010,87,49,20,12,7,10,0,20,0.4099999964,0,0,26,23,15,14,37,39,35,38,23,27,,540445,17,-159.1433925,55.91158561
4194,Perryville,2011,90,52,21,11,6,9,5,21,0.400000006,1,0.01999999955,30,22,14,10,38,48,38,41,30,26,,755704,13,-159.1433925,55.91158561
4195,Perryville,2012,84,48,24,6,6,9,3,13,0.2700000107,1,0.01999999955,23,25,13,8,38,44,34,37,23,0,,674185,15,-159.1433925,55.91158561
4196,Perryville,2013,88,55,22,13,8,7,5,15,0.2700000107,1,0.01999999955,26,29,14,11,43,41,34,38,24,21,,772562,20,-159.1433925,55.91158561
4197,Perryville,2014,76,45,17,8,10,7,3,11,0.2399999946,1,0.01999999955,23,22,12,7,32,38,30,38,23,23,,590003,16,-159.1433925,55.91158561
4198,Perryville,2015,79,45,18,5,9,10,3,12,0.2700000107,0,0,24,21,13,9,39,41,31,41,27,13,,722706,10,-159.1433925,55.91158561
4199,Petersburg Borough,2001,2488,1288,300,163,250,437,138,934,0.7300000191,76,0.05999999866,699,589,478,287,1034,1117,1095,998,802,473,,28822000,297,-132.957763,56.8109592
4200,Petersburg Borough,2002,2452,1281,304,151,248,430,148,882,0.6899999976,85,0.0700000003,695,586,509,307,1003,1099,1111,1028,811,446,,28914328,280,-132.957763,56.8109592
4201,Petersburg Borough,2003,2427,1269,293,136,257,432,151,870,0.6899999976,73,0.05999999866,684,585,503,299,1011,1095,1097,1008,829,456,,29648899,280,-132.957763,56.8109592
4202,Petersburg Borough,2004,2472,1263,277,150,240,433,163,857,0.6800000072,76,0.05999999866,701,562,524,327,988,1095,1104,1001,815,412,,30273830,270,-132.957763,56.8109592
4203,Petersburg Borough,2005,2473,1283,284,140,245,447,167,871,0.6800000072,78,0.05999999866,714,569,558,351,1000,1096,1082,1021,802,458,,30912743,231,-132.957763,56.8109592
4204,Petersburg Borough,2006,2493,1304,291,139,244,445,185,878,0.6700000167,89,0.0700000003,732,572,575,378,1025,1125,1106,1026,833,455,,32470160,229,-132.957763,56.8109592
4205,Petersburg Borough,2007,2504,1266,266,136,213,471,180,849,0.6700000167,79,0.05999999866,722,544,561,390,1011,1120,1090,975,785,410,,32260391,231,-132.957763,56.8109592
4206,Petersburg Borough,2008,2506,1266,282,137,213,427,207,835,0.6600000262,81,0.05999999866,700,566,583,413,1021,1103,1085,1009,816,406,,32832388,240,-132.957763,56.8109592
4207,Petersburg Borough,2009,2515,1238,251,129,197,429,232,804,0.6499999762,79,0.05999999866,693,545,565,419,1010,1096,1082,995,831,368,,33971846,251,-132.957763,56.8109592
4208,Petersburg Borough,2010,2495,1217,236,142,188,430,221,761,0.6299999952,81,0.0700000003,682,535,562,424,997,1062,1049,960,808,351,,33296130,272,-132.957763,56.8109592
4209,Petersburg Borough,2011,2537,1261,242,150,194,434,242,784,0.6200000048,73,0.05999999866,703,558,577,435,1014,1097,1100,994,820,393,,35627067,262,-132.957763,56.8109592
4210,Petersburg Borough,2012,2494,1208,224,99,209,440,236,759,0.6299999952,73,0.05999999866,679,529,558,422,988,1066,1068,990,826,0,,35453024,236,-132.957763,56.8109592
4211,Petersburg Borough,2013,2423,1204,219,111,189,447,238,773,0.6399999857,70,0.05999999866,657,547,572,452,995,1060,1058,938,782,346,,35971741,227,-132.957763,56.8109592
4212,Petersburg Borough,2014,2437,1165,200,101,164,439,261,748,0.6399999857,71,0.05999999866,643,522,556,425,973,1045,1018,935,788,321,,37100472,188,-132.957763,56.8109592
4213,Petersburg Borough,2015,2432,1154,220,120,167,378,269,730,0.6299999952,69,0.05999999866,644,510,550,427,989,963,941,876,751,327,,36362627,153,-132.957763,56.8109592
4214,Petersburg,2001,2331,1220,289,153,238,406,134,891,0.7300000191,66,0.05000000075,662,558,447,274,982,1058,1038,948,761,443,,27287007,284,-132.955447,56.812427
4215,Petersburg,2002,2299,1211,287,144,237,402,141,837,0.6899999976,76,0.05999999866,658,553,477,286,950,1044,1056,970,769,423,,27278399,266,-132.955447,56.812427
4216,Petersburg,2003,2261,1203,278,128,252,405,140,825,0.6899999976,67,0.05999999866,650,553,472,283,955,1037,1046,958,788,433,,27940052,264,-132.955447,56.812427
4217,Petersburg,2004,2305,1200,262,140,234,408,156,818,0.6800000072,70,0.05999999866,666,534,493,305,941,1043,1054,953,778,384,,28703122,257,-132.955447,56.812427
4218,Petersburg,2005,2313,1224,269,133,233,430,159,834,0.6800000072,71,0.05999999866,684,540,526,328,957,1052,1035,978,769,434,,29524701,222,-132.955447,56.812427
4219,Petersburg,2006,2323,1235,272,130,232,429,172,826,0.6700000167,86,0.0700000003,693,542,533,351,974,1072,1052,971,797,428,,30820326,218,-132.955447,56.812427
4220,Petersburg,2007,2323,1196,252,127,200,449,168,799,0.6700000167,77,0.05999999866,680,516,522,362,963,1062,1033,922,749,384,,30480551,213,-132.955447,56.812427
4221,Petersburg,2008,2326,1203,265,131,203,409,195,792,0.6600000262,79,0.0700000003,660,543,546,388,973,1051,1033,960,778,385,,31229563,228,-132.955447,56.812427
4222,Petersburg,2009,2350,1177,238,124,188,407,220,765,0.6499999762,78,0.0700000003,656,521,523,391,963,1043,1030,949,795,350,,32203649,237,-132.955447,56.812427
4223,Petersburg,2010,2322,1152,222,137,172,411,210,721,0.6299999952,78,0.0700000003,643,509,526,397,947,1005,997,909,767,325,,31553138,251,-132.955447,56.812427
4224,Petersburg,2011,2359,1196,228,139,184,412,234,742,0.6200000048,72,0.05999999866,663,533,542,409,965,1040,1045,943,782,368,,34060857,246,-132.955447,56.812427
4225,Petersburg,2012,2315,1146,208,94,198,418,228,719,0.6299999952,69,0.05999999866,645,501,523,396,941,1015,1016,940,786,0,,33864306,223,-132.955447,56.812427
4226,Petersburg,2013,2268,1147,207,106,177,432,225,732,0.6399999857,67,0.05999999866,626,521,536,421,949,1012,1011,891,744,327,,34256233,221,-132.955447,56.812427
4227,Petersburg,2014,2289,1114,195,91,157,425,246,714,0.6399999857,66,0.05999999866,614,500,525,401,932,999,976,895,757,307,,35419592,176,-132.955447,56.812427
4228,Petersburg,2015,2282,1090,208,114,154,358,256,689,0.6299999952,64,0.05999999866,612,478,518,404,941,908,889,829,714,304,,34408234,137,-132.955447,56.812427
4229,Petersville,2001,26,10,1,2,2,3,2,10,1,0,0,2,8,4,3,3,8,9,8,3,6,,248246,3,-150.7679026,62.49649645
4230,Petersville,2002,22,11,3,1,3,4,0,10,0.9100000262,0,0,5,6,6,4,6,9,7,7,3,4,,165296,4,-150.7679026,62.49649645
4231,Petersville,2004,18,6,1,0,1,3,1,5,0.8299999833,1,0.1700000018,3,3,5,3,4,3,4,4,2,3,,193226,2,-150.7679026,62.49649645
4232,Petersville,2005,20,11,2,3,0,4,2,9,0.8199999928,1,0.09000000358,5,6,6,5,6,8,8,8,5,3,,336261,2,-150.7679026,62.49649645
4233,Petersville,2006,24,10,1,2,0,5,2,9,0.8999999762,1,0.1000000015,5,5,6,4,5,6,9,7,3,5,,462821,6,-150.7679026,62.49649645
4234,Petersville,2007,15,7,0,1,1,3,2,6,0.8600000143,1,0.1400000006,3,4,6,5,4,6,5,6,3,4,,272654,3,-150.7679026,62.49649645
4235,Petersville,2008,9,5,1,1,0,1,2,4,0.8000000119,1,0.200000003,2,3,4,4,4,4,3,3,3,1,,265740,1,-150.7679026,62.49649645
4236,Petersville,2009,8,5,1,0,1,2,1,4,0.8000000119,1,0.200000003,1,4,3,3,4,5,2,4,2,0,,278373,3,-150.7679026,62.49649645
4237,Petersville,2010,11,6,2,0,1,1,2,5,0.8299999833,0,0,1,5,3,3,4,6,3,4,2,1,,174978,3,-150.7679026,62.49649645
4238,Petersville,2011,10,5,0,0,1,2,2,4,0.8000000119,0,0,1,4,1,1,5,5,5,3,3,2,,244115,1,-150.7679026,62.49649645
4239,Petersville,2012,10,5,0,0,0,2,3,4,0.8000000119,0,0,2,3,1,1,4,4,5,5,4,0,,276107,0,-150.7679026,62.49649645
4240,Petersville,2013,10,5,1,0,1,1,2,4,0.8000000119,0,0,3,2,1,1,3,3,4,5,3,2,,215812,0,-150.7679026,62.49649645
4241,Petersville,2014,10,5,0,0,1,2,2,4,0.8000000119,0,0,3,2,1,1,4,5,5,5,4,2,,251531,1,-150.7679026,62.49649645
4242,Pilot Point,2001,53,44,21,3,7,12,1,19,0.4300000072,0,0,22,22,18,10,34,34,34,32,20,25,,687292,12,-157.5773328,57.56429935
4243,Pilot Point,2002,49,42,18,9,2,9,4,15,0.3600000143,0,0,21,21,15,9,32,36,32,32,22,18,,668527,14,-157.5773328,57.56429935
4244,Pilot Point,2003,46,39,12,5,5,11,6,13,0.3300000131,0,0,19,20,15,7,30,35,33,36,26,15,,808048,12,-157.5773328,57.56429935
4245,Pilot Point,2004,54,45,21,5,4,11,4,14,0.3100000024,0,0,22,23,22,12,40,39,38,32,29,22,,703481,15,-157.5773328,57.56429935
4246,Pilot Point,2005,48,43,16,5,6,13,3,15,0.349999994,0,0,21,22,22,10,34,38,33,34,23,24,,723310,11,-157.5773328,57.56429935
4247,Pilot Point,2006,47,40,21,5,5,6,3,13,0.3199999928,0,0,19,21,19,13,29,32,35,34,25,19,,572707,6,-157.5773328,57.56429935
4248,Pilot Point,2007,43,34,11,7,3,10,3,11,0.3199999928,0,0,18,16,18,12,30,30,28,29,23,15,,635385,4,-157.5773328,57.56429935
4249,Pilot Point,2008,46,36,10,7,7,8,4,8,0.2199999988,0,0,18,18,18,13,27,29,32,28,22,21,,679989,9,-157.5773328,57.56429935
4250,Pilot Point,2009,47,38,17,4,6,7,4,11,0.2899999917,0,0,19,19,17,13,31,33,33,32,22,21,,627298,7,-157.5773328,57.56429935
4251,Pilot Point,2010,48,42,9,7,11,10,5,10,0.2399999946,0,0,21,21,24,19,35,38,32,36,24,21,,939316,11,-157.5773328,57.56429935
4252,Pilot Point,2011,61,49,18,14,4,6,7,9,0.1800000072,0,0,26,23,20,15,35,39,40,42,27,26,,857743,17,-157.5773328,57.56429935
4253,Pilot Point,2012,49,41,12,10,3,8,8,7,0.1700000018,0,0,20,21,20,17,31,37,34,39,29,0,,925432,10,-157.5773328,57.56429935
4254,Pilot Point,2013,47,43,12,7,11,7,6,14,0.3300000131,0,0,20,23,22,19,38,36,38,37,29,26,,895124,4,-157.5773328,57.56429935
4255,Pilot Point,2014,52,45,18,4,10,6,7,12,0.2700000107,0,0,22,23,21,17,36,42,34,31,27,18,,890264,10,-157.5773328,57.56429935
4256,Pilot Point,2015,49,41,9,6,15,6,5,10,0.2399999946,0,0,18,23,17,14,32,33,34,30,23,25,,845804,16,-157.5773328,57.56429935
4257,Pilot Station,2001,325,232,115,27,49,36,5,87,0.3799999952,1,0,97,135,40,23,151,165,179,169,98,130,,2465473,75,-162.8831358,61.93720251
4258,Pilot Station,2002,321,223,97,29,55,36,6,79,0.349999994,1,0,93,130,42,25,143,168,184,177,108,123,,2709440,93,-162.8831358,61.93720251
4259,Pilot Station,2003,332,233,108,31,51,36,7,98,0.4199999869,5,0.01999999955,102,131,38,23,157,166,189,179,118,138,,2767498,92,-162.8831358,61.93720251
4260,Pilot Station,2004,345,223,96,27,49,42,9,93,0.4199999869,23,0.1000000015,89,134,44,20,160,161,164,180,109,114,,2970431,90,-162.8831358,61.93720251
4261,Pilot Station,2005,343,236,110,24,49,45,8,103,0.4399999976,17,0.0700000003,104,132,47,27,158,151,190,161,95,130,,2843117,79,-162.8831358,61.93720251
4262,Pilot Station,2006,352,235,111,34,47,37,6,117,0.5,5,0.01999999955,96,139,54,25,146,173,193,168,101,130,,2636968,81,-162.8831358,61.93720251
4263,Pilot Station,2007,361,238,116,29,37,46,10,109,0.4600000083,4,0.01999999955,106,132,51,23,153,181,183,174,111,129,,2843997,93,-162.8831358,61.93720251
4264,Pilot Station,2008,379,236,111,26,47,39,13,106,0.4499999881,4,0.01999999955,108,128,54,23,156,184,200,169,114,120,,3060314,102,-162.8831358,61.93720251
4265,Pilot Station,2009,387,246,125,32,40,36,13,93,0.3799999952,7,0.02999999933,105,141,60,29,165,172,198,167,109,127,,2856343,128,-162.8831358,61.93720251
4266,Pilot Station,2010,389,244,110,37,39,45,13,89,0.3600000143,5,0.01999999955,107,137,62,34,153,174,197,184,116,121,,3195637,109,-162.8831358,61.93720251
4267,Pilot Station,2011,394,262,119,39,41,49,14,91,0.349999994,2,0.009999999776,122,140,63,40,186,198,193,189,117,145,,3345922,102,-162.8831358,61.93720251
4268,Pilot Station,2012,404,279,138,40,35,54,12,105,0.3799999952,5,0.01999999955,122,157,73,46,188,194,212,199,119,0,,3400388,114,-162.8831358,61.93720251
4269,Pilot Station,2013,406,278,120,29,50,68,11,130,0.4699999988,1,0,126,152,71,42,179,206,204,216,127,146,,3884820,121,-162.8831358,61.93720251
4270,Pilot Station,2014,414,259,114,40,39,52,14,117,0.4499999881,4,0.01999999955,123,136,72,48,166,183,198,183,109,116,,3621110,121,-162.8831358,61.93720251
4271,Pilot Station,2015,417,255,106,41,40,53,15,114,0.4499999881,3,0.009999999776,122,133,67,47,183,185,201,197,131,133,,3766589,84,-162.8831358,61.93720251
4272,Pitkas Point,2001,39,23,8,2,8,4,1,12,0.5199999809,0,0,11,12,8,6,16,18,20,19,14,15,,324915,5,-163.2870194,62.03181257
4273,Pitkas Point,2002,39,27,13,2,5,5,2,13,0.4799999893,0,0,13,14,9,6,22,21,21,22,15,19,,379663,3,-163.2870194,62.03181257
4274,Pitkas Point,2003,45,33,13,4,7,8,1,19,0.5799999833,0,0,17,16,12,9,22,23,29,28,18,19,,454320,4,-163.2870194,62.03181257
4275,Pitkas Point,2004,44,30,12,7,5,6,0,19,0.6299999952,0,0,15,15,9,9,21,23,26,19,16,14,,339816,9,-163.2870194,62.03181257
4276,Pitkas Point,2005,48,38,10,10,12,5,1,22,0.5799999833,0,0,17,21,9,8,21,27,34,27,11,24,,467177,9,-163.2870194,62.03181257
4277,Pitkas Point,2006,50,39,16,7,9,6,1,16,0.4099999964,0,0,21,18,12,9,27,27,32,31,20,23,,465180,16,-163.2870194,62.03181257
4278,Pitkas Point,2007,65,53,24,7,10,8,4,17,0.3199999928,2,0.03999999911,25,28,16,11,38,40,38,38,24,31,,698031,11,-163.2870194,62.03181257
4279,Pitkas Point,2008,64,45,24,7,3,9,2,13,0.2899999917,0,0,22,23,9,6,27,36,39,34,21,29,,503190,15,-163.2870194,62.03181257
4280,Pitkas Point,2009,64,47,14,13,7,12,1,16,0.3400000036,0,0,20,27,15,9,33,43,40,42,27,30,,603208,11,-163.2870194,62.03181257
4281,Pitkas Point,2010,58,47,17,9,7,13,1,12,0.2599999905,0,0,23,24,11,6,37,36,38,37,26,27,,618760,18,-163.2870194,62.03181257
4282,Pitkas Point,2011,62,50,16,4,14,15,1,13,0.2599999905,0,0,23,27,14,8,32,36,48,38,25,31,,798673,20,-163.2870194,62.03181257
4283,Pitkas Point,2012,58,43,15,12,8,8,0,13,0.3000000119,0,0,21,22,14,7,27,30,37,31,19,0,,461645,20,-163.2870194,62.03181257
4284,Pitkas Point,2013,55,43,19,8,10,6,0,17,0.400000006,0,0,21,22,13,6,23,27,35,27,15,24,,391483,18,-163.2870194,62.03181257
4285,Pitkas Point,2014,65,44,22,6,7,9,0,19,0.4300000072,0,0,23,21,13,9,26,32,35,26,20,18,,450329,16,-163.2870194,62.03181257
4286,Pitkas Point,2015,70,43,21,8,8,6,0,15,0.349999994,0,0,19,24,15,9,19,28,37,28,13,23,,378199,12,-163.2870194,62.03181257
4287,Platinum,2001,33,25,10,9,5,0,1,16,0.6399999857,0,0,8,17,9,9,16,20,21,22,11,15,,208946,7,-161.8147503,59.00848275
4288,Platinum,2002,30,24,11,6,5,2,0,11,0.4600000083,0,0,9,15,7,7,22,21,17,18,14,12,,165116,8,-161.8147503,59.00848275
4289,Platinum,2003,31,24,15,2,5,2,0,13,0.5400000215,0,0,9,15,9,7,18,23,18,17,13,13,,189149,6,-161.8147503,59.00848275
4290,Platinum,2004,30,20,9,3,5,3,0,9,0.4499999881,0,0,7,13,9,6,14,16,18,20,14,14,,193006,3,-161.8147503,59.00848275
4291,Platinum,2005,29,17,6,4,3,4,0,7,0.4099999964,1,0.05999999866,7,10,7,4,14,17,14,15,13,6,,192718,0,-161.8147503,59.00848275
4292,Platinum,2006,28,17,5,4,5,3,0,8,0.4699999988,1,0.05999999866,8,9,7,4,14,14,15,14,10,8,,223546,2,-161.8147503,59.00848275
4293,Platinum,2007,27,19,6,4,6,1,2,8,0.4199999869,1,0.05000000075,8,11,8,4,15,15,15,17,11,10,,298226,2,-161.8147503,59.00848275
4294,Platinum,2008,34,25,11,3,7,1,3,14,0.5600000024,1,0.03999999911,12,13,11,8,19,18,21,19,13,10,,349380,3,-161.8147503,59.00848275
4295,Platinum,2009,38,27,9,2,8,5,3,12,0.4399999976,1,0.03999999911,14,13,9,8,20,24,23,23,14,10,,486692,8,-161.8147503,59.00848275
4296,Platinum,2010,41,31,10,4,7,5,5,15,0.4799999893,1,0.02999999933,17,14,11,9,23,26,24,28,18,12,,668875,11,-161.8147503,59.00848275
4297,Platinum,2011,46,34,9,7,5,5,8,19,0.5600000024,1,0.02999999933,16,18,15,11,26,28,28,27,22,22,,855271,9,-161.8147503,59.00848275
4298,Platinum,2012,47,33,10,1,8,9,5,16,0.4799999893,1,0.02999999933,16,17,13,10,25,31,28,27,21,0,,742277,10,-161.8147503,59.00848275
4299,Platinum,2013,43,29,8,6,3,8,4,17,0.5899999738,1,0.02999999933,12,17,12,9,22,24,22,20,13,17,,598930,11,-161.8147503,59.00848275
4300,Platinum,2014,36,23,7,5,3,5,3,13,0.5699999928,1,0.03999999911,12,11,9,5,14,19,19,17,11,13,,421257,7,-161.8147503,59.00848275
4301,Platinum,2015,37,21,6,3,5,5,2,11,0.5199999809,1,0.05000000075,12,9,9,5,15,16,19,16,10,12,,363619,6,-161.8147503,59.00848275
4302,Pleasant Valley,2001,447,291,48,39,61,94,49,240,0.8199999928,25,0.09000000358,143,148,108,76,230,258,254,236,185,116,,7632200,66,-146.855164,64.87771785
4303,Pleasant Valley,2002,482,309,64,26,52,116,51,253,0.8199999928,27,0.09000000358,151,158,108,78,254,279,263,252,205,119,,8468313,60,-146.855164,64.87771785
4304,Pleasant Valley,2003,467,299,59,24,60,102,54,254,0.8500000238,23,0.07999999821,148,151,109,71,245,264,259,234,191,121,,8673096,62,-146.855164,64.87771785
4305,Pleasant Valley,2004,476,292,45,33,57,90,67,251,0.8600000143,19,0.0700000003,139,153,116,74,243,248,244,233,191,109,,9145514,64,-146.855164,64.87771785
4306,Pleasant Valley,2005,462,285,50,13,45,107,70,235,0.8199999928,22,0.07999999821,141,144,110,73,225,257,257,241,198,117,,9698096,51,-146.855164,64.87771785
4307,Pleasant Valley,2006,470,288,40,28,47,100,73,239,0.8299999833,21,0.0700000003,147,141,114,77,233,250,255,236,195,119,,9798787,52,-146.855164,64.87771785
4308,Pleasant Valley,2007,462,272,35,28,37,95,77,230,0.8500000238,24,0.09000000358,135,137,124,82,220,235,239,227,184,102,,9723376,51,-146.855164,64.87771785
4309,Pleasant Valley,2008,526,292,33,28,41,110,80,241,0.8299999833,27,0.09000000358,145,147,136,86,246,254,249,242,201,109,,10777660,54,-146.855164,64.87771785
4310,Pleasant Valley,2009,545,298,49,13,37,109,90,244,0.8199999928,30,0.1000000015,157,141,139,93,242,259,260,256,207,111,,11189924,59,-146.855164,64.87771785
4311,Pleasant Valley,2010,533,298,35,21,38,120,84,241,0.8100000024,31,0.1000000015,149,149,145,97,256,273,266,255,219,103,,11230511,53,-146.855164,64.87771785
4312,Pleasant Valley,2011,540,297,39,23,30,111,94,242,0.8100000024,34,0.1099999994,153,144,143,103,252,270,265,247,215,109,,11775516,58,-146.855164,64.87771785
4313,Pleasant Valley,2012,528,289,38,18,34,114,85,231,0.8000000119,30,0.1000000015,148,141,138,100,244,254,250,247,203,0,,11737852,60,-146.855164,64.87771785
4314,Pleasant Valley,2013,513,265,41,18,30,96,80,216,0.8199999928,26,0.1000000015,141,124,131,103,225,229,238,223,192,86,,10724816,46,-146.855164,64.87771785
4315,Pleasant Valley,2014,517,273,44,20,26,90,93,224,0.8199999928,26,0.1000000015,139,134,135,106,230,245,238,223,190,95,,11628955,35,-146.855164,64.87771785
4316,Pleasant Valley,2015,495,246,31,23,24,80,88,202,0.8199999928,24,0.1000000015,124,122,130,107,211,220,222,204,178,74,,10861206,30,-146.855164,64.87771785
4317,Point Baker,2001,46,11,7,3,1,0,0,9,0.8199999928,0,0,6,5,3,2,3,6,9,8,3,8,,36566,1,-133.6212106,56.3513641
4318,Point Baker,2002,47,12,7,3,2,0,0,9,0.75,0,0,7,5,3,2,9,9,9,7,5,5,,53873,3,-133.6212106,56.3513641
4319,Point Baker,2003,42,7,3,2,2,0,0,4,0.5699999928,0,0,4,3,4,3,4,6,5,5,4,5,,47071,5,-133.6212106,56.3513641
4320,Point Baker,2004,32,6,2,2,1,1,0,5,0.8299999833,0,0,3,3,3,2,5,5,3,5,3,3,,61008,0,-133.6212106,56.3513641
4321,Point Baker,2005,29,6,1,1,3,1,0,5,0.8299999833,0,0,2,4,3,1,4,5,6,6,4,4,,84624,0,-133.6212106,56.3513641
4322,Point Baker,2006,24,5,1,2,2,0,0,4,0.8000000119,0,0,3,2,3,1,3,4,3,4,2,2,,43729,2,-133.6212106,56.3513641
4323,Point Baker,2009,21,6,0,1,2,3,0,4,0.6700000167,0,0,2,4,4,4,4,6,6,3,3,3,,98399,2,-133.6212106,56.3513641
4324,Point Baker,2010,26,6,2,1,1,2,0,5,0.8299999833,0,0,4,2,3,3,3,6,5,3,3,2,,77954,5,-133.6212106,56.3513641
4325,Point Baker,2012,27,6,3,3,0,0,0,5,0.8299999833,0,0,2,4,4,4,5,3,3,4,2,0,,25959,2,-133.6212106,56.3513641
4326,Point Baker,2015,24,6,4,1,1,0,0,6,1,0,0,3,3,3,2,2,6,5,5,2,2,,29749,0,-133.6212106,56.3513641
4327,Point Hope,2001,457,353,99,20,44,136,54,183,0.5199999809,0,0,150,203,98,61,276,278,297,292,207,209,,8827348,93,-166.7342719,68.34808223
4328,Point Hope,2002,455,369,93,37,54,126,59,152,0.4099999964,0,0,163,206,107,65,280,301,315,293,223,201,,9501285,111,-166.7342719,68.34808223
4329,Point Hope,2003,460,364,116,39,39,114,56,146,0.400000006,0,0,163,201,108,69,289,294,295,266,209,189,,8555747,116,-166.7342719,68.34808223
4330,Point Hope,2004,466,343,112,43,37,106,45,124,0.3600000143,3,0.009999999776,157,186,103,63,249,260,273,247,168,185,,7569847,128,-166.7342719,68.34808223
4331,Point Hope,2005,476,325,107,42,41,84,51,137,0.4199999869,0,0,153,172,115,64,258,254,244,222,171,183,,7098198,106,-166.7342719,68.34808223
4332,Point Hope,2006,485,333,114,37,45,95,42,131,0.3899999857,0,0,154,179,116,73,223,246,271,255,166,196,,7032402,86,-166.7342719,68.34808223
4333,Point Hope,2007,463,322,107,35,42,103,35,144,0.4499999881,0,0,143,179,101,64,227,240,268,248,165,191,,6754450,67,-166.7342719,68.34808223
4334,Point Hope,2008,459,337,91,50,53,100,43,144,0.4300000072,0,0,136,201,108,70,245,258,278,275,184,189,,7314024,72,-166.7342719,68.34808223
4335,Point Hope,2009,485,348,96,47,52,99,54,137,0.3899999857,1,0,148,200,114,81,260,270,296,279,202,184,,8273514,97,-166.7342719,68.34808223
4336,Point Hope,2010,488,349,84,48,58,109,50,152,0.4399999976,0,0,146,203,116,84,260,273,292,259,182,172,,8595634,115,-166.7342719,68.34808223
4337,Point Hope,2011,470,324,101,41,45,92,45,125,0.3899999857,0,0,142,182,124,93,235,231,260,239,163,155,,7395815,107,-166.7342719,68.34808223
4338,Point Hope,2012,461,318,75,44,47,94,58,139,0.4399999976,0,0,138,180,116,88,241,246,271,252,176,0,,8369546,129,-166.7342719,68.34808223
4339,Point Hope,2013,454,317,83,39,41,95,59,132,0.4199999869,0,0,137,180,106,86,229,226,265,239,163,172,,8293935,123,-166.7342719,68.34808223
4340,Point Hope,2014,441,298,73,35,61,68,61,129,0.4300000072,0,0,121,177,96,77,212,225,250,220,154,150,,8130509,69,-166.7342719,68.34808223
4341,Point Hope,2015,457,317,75,39,56,79,68,135,0.4300000072,3,0.009999999776,138,179,101,74,213,246,261,255,165,141,,8885244,67,-166.7342719,68.34808223
4342,Point Lay,2001,131,113,31,13,20,32,17,31,0.2700000107,0,0,52,61,35,24,80,87,95,85,53,53,,2853972,14,-163.0091377,69.74312289
4343,Point Lay,2002,128,112,35,9,15,37,16,26,0.2300000042,0,0,50,62,32,27,88,85,94,89,67,55,,2614346,9,-163.0091377,69.74312289
4344,Point Lay,2003,133,107,36,7,8,38,18,24,0.2199999988,0,0,45,62,35,31,85,90,85,76,62,42,,2672409,22,-163.0091377,69.74312289
4345,Point Lay,2004,129,102,29,8,16,28,21,23,0.2300000042,0,0,45,57,34,30,77,90,85,72,53,52,,2595288,30,-163.0091377,69.74312289
4346,Point Lay,2005,125,104,22,18,15,28,21,27,0.2599999905,0,0,41,63,37,30,75,84,88,78,62,54,,2655679,28,-163.0091377,69.74312289
4347,Point Lay,2006,123,103,28,14,14,31,16,20,0.1899999976,0,0,41,62,33,27,80,83,86,82,61,52,,2393619,25,-163.0091377,69.74312289
4348,Point Lay,2007,133,108,21,12,27,33,15,41,0.3799999952,0,0,45,63,30,23,83,93,95,85,66,66,,2546224,16,-163.0091377,69.74312289
4349,Point Lay,2008,140,116,28,13,24,38,13,33,0.2800000012,0,0,48,68,26,21,78,88,103,88,60,67,,2551894,12,-163.0091377,69.74312289
4350,Point Lay,2009,128,99,27,18,15,28,11,15,0.150000006,0,0,39,60,24,17,68,79,74,75,50,46,,2050270,22,-163.0091377,69.74312289
